fid	id	y4
1	1	0.142853580154878
1	2	3.00670976014816
1	3	0.132447022027063
1	4	1.60582956157517
1	5	5.25807238421805
2	6	-1.17874526391804
2	7	0.0823985510445859
2	8	-1.03809936563213
2	9	1.57090192260885
2	10	0.195700593698511
3	11	2.46753700466981
3	12	0.0745214423696687
3	13	3.63477931526633
3	14	-3.5729588679355
3	15	1.76854541900105
4	16	1.07212284811672
4	17	-0.398903494435524
4	18	2.70791651429532
4	19	0.141964300836677
4	20	-0.508299230349806
5	21	1.84162923662038
5	22	-1.0225322812499
5	23	-0.778497458068571
5	24	-0.0561427853588579
5	25	-3.9484619624504
6	26	1.15574209963852
6	27	1.77613631499832
6	28	-1.55030805963935
6	29	0.633809889035183
6	30	1.39376669275973
7	31	2.61847380744344
7	32	-1.96448602908076
7	33	3.5668558632647
7	34	1.38826279592848
7	35	-3.57809836760323
8	36	0.876271791136174
8	37	0.0965356207903255
8	38	3.09664855820804
8	39	6.42793185633681
8	40	2.60939066554268
9	41	-0.533948222466497
9	42	0.92570778362037
9	43	-0.576023386945723
9	44	0.148977903320953
9	45	-1.28607227460914
10	46	0.873122576413524
10	47	3.28041998801412
10	48	2.74513066009405
10	49	-0.0505335075677143
10	50	5.17977577922859
11	51	6.52709766388239
11	52	2.61296682127599
11	53	1.32183190724371
11	54	-0.989315538039554
11	55	1.71367358233879
12	56	-0.29641730556337
12	57	-2.342385362606
12	58	1.60856386345616
12	59	3.17044897419972
12	60	-1.52203297077747
13	61	4.01458183404144
13	62	3.75616155175376
13	63	1.76810250603476
13	64	0.483917250801223
13	65	-1.42302539647164
14	66	1.37631265388214
14	67	-1.05311652883507
14	68	0.97814116725691
14	69	3.59301423060098
14	70	5.33145986554843
15	71	1.00350182335279
15	72	-1.98038263755588
15	73	1.74027567989034
15	74	-0.445855093666136
15	75	1.31838896173538
16	76	0.14332420970197
16	77	0.224332854430205
16	78	3.57460599951565
16	79	0.194281811023968
16	80	0.984671543871058
17	81	-0.676436002268321
17	82	0.630087469075084
17	83	1.97936611512672
17	84	-0.594461813528464
17	85	1.41003854074917
18	86	2.34735625198269
18	87	4.93936994419495
18	88	0.0726037838821009
18	89	1.81059369155548
18	90	-0.859145523261772
19	91	1.62349439270684
19	92	1.87811523442005
19	93	1.82333652824441
19	94	1.43956343721251
19	95	1.90977650617218
20	96	-0.0597753341643755
20	97	-5.71900364998021
20	98	2.53663427599805
20	99	1.09306690549785
20	100	0.686492307744126
21	101	2.00888969139111
21	102	0.227047286866318
21	103	0.257959980509534
21	104	1.7499586327746
21	105	0.0921664679351295
22	106	3.21218175681192
22	107	-3.21978633909391
22	108	2.26385054257281
22	109	2.51214958542502
22	110	-1.07671860578561
23	111	0.0954812393208432
23	112	1.81855847523935
23	113	3.0200124678164
23	114	0.375966422505277
23	115	-0.156371708971207
24	116	-0.575909874823272
24	117	-1.94203454557884
24	118	3.37786902179682
24	119	1.66998219844624
24	120	2.45815223984011
25	121	-0.193628399855599
25	122	2.98748094378458
25	123	-2.147433451391
25	124	1.54207195858684
25	125	-1.73118639475725
26	126	1.03836160893352
26	127	-1.64645422682944
26	128	1.5345050161602
26	129	1.03257269361978
26	130	-0.899364880751557
27	131	3.76943919501398
27	132	-3.78160118399384
27	133	2.11105810539958
27	134	-1.08568818145707
27	135	2.25031298759167
28	136	-0.330707385794522
28	137	3.19137378013871
28	138	0.537247809040472
28	139	1.54637429184918
28	140	1.92811676295242
29	141	-3.00571340074858
29	142	1.0403770119369
29	143	1.72139121153632
29	144	1.02429040433968
29	145	2.23302637673426
30	146	1.84891937570871
30	147	3.39152034284301
30	148	-2.44569851652643
30	149	-1.6455119378854
30	150	-4.28998756500076
31	151	-1.48503973666605
31	152	4.37697540891469
31	153	0.700475167071824
31	154	-3.03157645234474
31	155	-2.60115350047012
32	156	2.45285390963506
32	157	2.69352648196683
32	158	0.191917373731024
32	159	-1.72714882575229
32	160	2.29463589813956
33	161	1.20767542965275
33	162	1.3390890712124
33	163	-0.35310200176299
33	164	5.17944689902957
33	165	-0.245834355434447
34	166	3.77147513892174
34	167	1.48381964934884
34	168	-1.19316976805027
34	169	-0.457609932961154
34	170	0.341954583851885
35	171	7.411150511259
35	172	0.757667458900622
