fid	id	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10
1	1	1.24081454020608	0.908316997149015	-0.629004165245135	0.538332694826491	1.11149896057693	1.91130731180384	0.157396046001077	-1.55176796016784	1.72031360331289	-1.08790783431427
1	2	-0.996328916614934	3.71981713450151	0.578994727479365	0.0933002798363793	-0.678008572947595	0.381229716861127	3.14336348748701	3.43028855105751	2.08333192198429	0.302730665741583
1	3	-2.12953728246741	-2.59521768143357	1.00476524057096	-2.01215683876704	0.630083275344726	-0.406206241405644	-0.176759087708105	1.48755613999453	1.03075502634554	-0.893311082701618
1	4	-2.35819595696879	-0.847355607306362	-0.0173145890229452	-1.97769972923288	-2.18881843579033	-1.35426532638073	0.522664355346802	-0.124934636840439	-0.869354338644708	-0.342336405848235
1	5	0.337917586749841	-2.00044297864118	0.402000293972559	1.66426465537169	0.227449398661828	-0.500457163032311	-0.565751039256829	3.73323092942525	-0.644999771584188	2.50076378418182
2	6	2.30921763237029	0.864102943205611	-2.1492652539536	-0.0486538369430563	-0.333510552827683	0.518957332431228	-0.462580554022296	-2.43561138415022	-1.05112550803146	-1.4662438583297
2	7	2.10476106616177	-1.5109768568792	1.04653230795383	-0.307793963825945	-1.06743374861605	-2.76574156174735	1.45874504803541	-0.297200777173678	-3.11375595673548	-0.0282142401926706
2	8	-1.30940892461225	-0.656245759934175	-0.565041318435859	0.152285761080811	-0.738706271202057	0.459973411169187	-0.389645862812073	-2.42635658770641	-0.0678279872572604	-3.14023540062189
2	9	-1.1930775227912	-1.21045624953092	0.634323350483119	-0.543322740698162	-1.06435245286272	0.154710852916708	-0.671779524484667	-1.7062698081139	-1.71872212214975	-0.434515194840726
2	10	-0.582505194338495	1.24871974472254	-0.314624509331531	-0.159434041015564	-1.94016370023285	-0.798155431171216	0.308712024907365	-0.183343364568858	0.403021325413217	-0.96207045156008
3	11	1.48729351440079	-1.55358415466422	-0.729410802166523	-0.436023951144102	-1.00926868734927	0.593465514013124	-0.364908361057343	1.16439820131581	-1.47934002275682	-1.37873809941914
3	12	1.35140215717588	0.502116324608024	-0.0405546680618864	0.587171354688056	-0.629326362046354	0.811704633198204	-1.47066289364372	-2.41923110226684	-0.110814992786937	-1.42936469412442
3	13	-0.518970175486377	1.85329588790117	-0.578769537025056	1.06988818644556	0.663227043696103	1.78932380723431	0.830715619260914	3.22052251238255	1.4662096511289	-0.745905818666024
3	14	-0.880336233295428	-0.366506906954676	0.588049608342219	-0.484930291747434	-0.435126772213045	-1.96564360895994	-1.62054750608221	1.21433946555087	2.62988267042078	-1.54549103855066
3	15	0.00243526287679011	0.00565719880626535	-0.569001921051748	0.273412788977134	0.969900803218968	0.833663088052255	-2.27429477326025	-0.774536552313049	-1.60927034587982	1.54544771662905
